periodo,tipo,subtipo,barrio,total
02/2020,Robo (con violencia),Con uso de moto,Barracas,16
02/2020,Robo (con violencia),Con uso de moto,Belgrano,19
02/2020,Robo (con violencia),Con uso de moto,Boca,5
02/2020,Robo (con violencia),Con uso de moto,Boedo,4
02/2020,Robo (con violencia),Con uso de moto,Caballito,20
02/2020,Robo (con violencia),Con uso de moto,Chacarita,6
02/2020,Robo (con violencia),Con uso de moto,Coghlan,3
02/2020,Robo (con violencia),Con uso de moto,Colegiales,1
02/2020,Robo (con violencia),Con uso de moto,Constitución,17
02/2020,Robo (con violencia),Con uso de moto,Flores,26
02/2020,Robo (con violencia),Con uso de moto,Floresta,1
02/2020,Robo (con violencia),Con uso de moto,Liniers,11
02/2020,Robo (con violencia),Con uso de moto,Mataderos,3
02/2020,Robo (con violencia),Con uso de moto,Monserrat,16
02/2020,Robo (con violencia),Con uso de moto,Monte Castro,3
02/2020,Robo (con violencia),Con uso de moto,Nueva Pompeya,18
02/2020,Robo (con violencia),Con uso de moto,Nuñez,9
02/2020,Robo (con violencia),Con uso de moto,Palermo,28
02/2020,Robo (con violencia),Con uso de moto,Parque Avellaneda,8
02/2020,Robo (con violencia),Con uso de moto,Parque Chacabuco,16
02/2020,Robo (con violencia),Con uso de moto,Parque Chas,3
02/2020,Robo (con violencia),Con uso de moto,Parque Patricios,17
02/2020,Robo (con violencia),Con uso de moto,Paternal,1
02/2020,Robo (con violencia),Con uso de moto,Recoleta,14
02/2020,Robo (con violencia),Con uso de moto,Retiro,11
02/2020,Robo (con violencia),Con uso de moto,Saavedra,6
02/2020,Robo (con violencia),Con uso de moto,San Cristóbal,16
02/2020,Robo (con violencia),Con uso de moto,San Nicolás,22
02/2020,Robo (con violencia),Con uso de moto,San Telmo,12
02/2020,Robo (con violencia),Con uso de moto,Vélez Sársfield,2
02/2020,Robo (con violencia),Con uso de moto,Versalles,2
02/2020,Robo (con violencia),Con uso de moto,Villa Crespo,12
02/2020,Robo (con violencia),Con uso de moto,Villa Del Parque,13
02/2020,Robo (con violencia),Con uso de moto,Villa Devoto,7
02/2020,Robo (con violencia),Con uso de moto,Villa Gral. Mitre,4
02/2020,Robo (con violencia),Con uso de moto,Villa Lugano,9
02/2020,Robo (con violencia),Con uso de moto,Villa Luro,1
02/2020,Robo (con violencia),Con uso de moto,Villa Ortuzar,6
02/2020,Robo (con violencia),Con uso de moto,Villa Pueyrredón,3
02/2020,Robo (con violencia),Con uso de moto,Villa Real,2
02/2020,Robo (con violencia),Con uso de moto,Villa Riachuelo,1
02/2020,Robo (con violencia),Con uso de moto,Villa Santa Rita,4
02/2020,Robo (con violencia),Con uso de moto,Villa Soldati,15
02/2020,Robo (con violencia),Con uso de moto,Villa Urquiza,14
02/2020,Robo (con violencia),Robo Automotor,Almagro,2
02/2020,Robo (con violencia),Robo Automotor,Balvanera,1
02/2020,Robo (con violencia),Robo Automotor,Barracas,7
02/2020,Robo (con violencia),Robo Automotor,Belgrano,1
02/2020,Robo (con violencia),Robo Automotor,Boca,9
02/2020,Robo (con violencia),Robo Automotor,Boedo,3
02/2020,Robo (con violencia),Robo Automotor,Caballito,2
02/2020,Robo (con violencia),Robo Automotor,Coghlan,1
02/2020,Robo (con violencia),Robo Automotor,Constitución,4
02/2020,Robo (con violencia),Robo Automotor,Flores,2
02/2020,Robo (con violencia),Robo Automotor,Floresta,1
02/2020,Robo (con violencia),Robo Automotor,Liniers,1
02/2020,Robo (con violencia),Robo Automotor,Mataderos,1
02/2020,Robo (con violencia),Robo Automotor,Monserrat,1
02/2020,Robo (con violencia),Robo Automotor,Monte Castro,1
02/2020,Robo (con violencia),Robo Automotor,Nueva Pompeya,6
02/2020,Robo (con violencia),Robo Automotor,Nuñez,3
02/2020,Robo (con violencia),Robo Automotor,Parque Avellaneda,5
02/2020,Robo (con violencia),Robo Automotor,Parque Chacabuco,6
02/2020,Robo (con violencia),Robo Automotor,Parque Patricios,2
02/2020,Robo (con violencia),Robo Automotor,San Cristóbal,1
02/2020,Robo (con violencia),Robo Automotor,San Telmo,1
02/2020,Robo (con violencia),Robo Automotor,Villa Devoto,3
02/2020,Robo (con violencia),Robo Automotor,Villa Gral. Mitre,1
02/2020,Robo (con violencia),Robo Automotor,Villa Lugano,8
02/2020,Robo (con violencia),Robo Automotor,Villa Luro,2
02/2020,Robo (con violencia),Robo Automotor,Villa Pueyrredón,2
02/2020,Robo (con violencia),Robo Automotor,Villa Riachuelo,3
02/2020,Robo (con violencia),Robo Automotor,Villa Santa Rita,1
02/2020,Robo (con violencia),Robo Automotor,Villa Soldati,8
02/2020,Robo (con violencia),Robo Automotor,Villa Urquiza,1
03/2020,Homicidio,Doloso,Barracas,1
03/2020,Homicidio,Doloso,Boca,1
03/2020,Homicidio,Doloso,Palermo,1
03/2020,Homicidio,Doloso,Retiro,2
03/2020,Homicidio,Doloso,Saavedra,1
03/2020,Homicidio,Doloso,Villa Lugano,1
03/2020,Homicidio,Femicidio,Boedo,1
03/2020,Homicidio,Femicidio,Nueva Pompeya,1
03/2020,Homicidio,Siniestro Vial,Balvanera,2
03/2020,Homicidio,Siniestro Vial,Belgrano,1
03/2020,Homicidio,Siniestro Vial,Boedo,1
03/2020,Homicidio,Siniestro Vial,Recoleta,1
03/2020,Hurto (sin violencia),,,4
03/2020,Hurto (sin violencia),,Agronomía,7
03/2020,Hurto (sin violencia),,Almagro,75
03/2020,Hurto (sin violencia),,Balvanera,173
03/2020,Hurto (sin violencia),,Barracas,54
03/2020,Hurto (sin violencia),,Belgrano,80
03/2020,Hurto (sin violencia),,Boca,26
03/2020,Hurto (sin violencia),,Boedo,39
03/2020,Hurto (sin violencia),,Caballito,97
03/2020,Hurto (sin violencia),,Chacarita,30
03/2020,Hurto (sin violencia),,Coghlan,9
03/2020,Hurto (sin violencia),,Colegiales,23
03/2020,Hurto (sin violencia),,Constitución,49
03/2020,Hurto (sin violencia),,Flores,86
03/2020,Hurto (sin violencia),,Floresta,26
03/2020,Hurto (sin violencia),,Liniers,30
03/2020,Hurto (sin violencia),,Mataderos,50
03/2020,Hurto (sin violencia),,Monserrat,81
03/2020,Hurto (sin violencia),,Monte Castro,23
03/2020,Hurto (sin violencia),,Nueva Pompeya,36
03/2020,Hurto (sin violencia),,Nuñez,43
03/2020,Hurto (sin violencia),,Palermo,221
03/2020,Hurto (sin violencia),,Parque Avellaneda,17
03/2020,Hurto (sin violencia),,Parque Chacabuco,38
03/2020,Hurto (sin violencia),,Parque Chas,10
03/2020,Hurto (sin violencia),,Parque Patricios,32
03/2020,Hurto (sin violencia),,Paternal,11
03/2020,Hurto (sin violencia),,Puerto Madero,3
03/2020,Hurto (sin violencia),,Recoleta,98
03/2020,Hurto (sin violencia),,Retiro,82
03/2020,Hurto (sin violencia),,Saavedra,23
03/2020,Hurto (sin violencia),,San Cristóbal,32
03/2020,Hurto (sin violencia),,San Nicolás,161
03/2020,Hurto (sin violencia),,San Telmo,28
03/2020,Hurto (sin violencia),,Vélez Sársfield,20
03/2020,Hurto (sin violencia),,Versalles,10
03/2020,Hurto (sin violencia),,Villa Crespo,53
03/2020,Hurto (sin violencia),,Villa Del Parque,25
03/2020,Hurto (sin violencia),,Villa Devoto,43
03/2020,Hurto (sin violencia),,Villa Gral. Mitre,16
03/2020,Hurto (sin violencia),,Villa Lugano,59
03/2020,Hurto (sin violencia),,Villa Luro,17
03/2020,Hurto (sin violencia),,Villa Ortuzar,9
03/2020,Hurto (sin violencia),,Villa Pueyrredón,22
03/2020,Hurto (sin violencia),,Villa Real,5
03/2020,Hurto (sin violencia),,Villa Riachuelo,12
03/2020,Hurto (sin violencia),,Villa Santa Rita,17
03/2020,Hurto (sin violencia),,Villa Soldati,30
03/2020,Hurto (sin violencia),,Villa Urquiza,46
03/2020,Hurto (sin violencia),Hurto Automotor,Agronomía,3
03/2020,Hurto (sin violencia),Hurto Automotor,Almagro,11
03/2020,Hurto (sin violencia),Hurto Automotor,Balvanera,6
03/2020,Hurto (sin violencia),Hurto Automotor,Barracas,11
03/2020,Hurto (sin violencia),Hurto Automotor,Belgrano,6
03/2020,Hurto (sin violencia),Hurto Automotor,Boca,3
03/2020,Hurto (sin violencia),Hurto Automotor,Boedo,8
03/2020,Hurto (sin violencia),Hurto Automotor,Caballito,16
03/2020,Hurto (sin violencia),Hurto Automotor,Chacarita,2
03/2020,Hurto (sin violencia),Hurto Automotor,Colegiales,3
03/2020,Hurto (sin violencia),Hurto Automotor,Constitución,4
03/2020,Hurto (sin violencia),Hurto Automotor,Flores,18
03/2020,Hurto (sin violencia),Hurto Automotor,Floresta,7
03/2020,Hurto (sin violencia),Hurto Automotor,Liniers,4
03/2020,Hurto (sin violencia),Hurto Automotor,Mataderos,14
03/2020,Hurto (sin violencia),Hurto Automotor,Monserrat,3
03/2020,Hurto (sin violencia),Hurto Automotor,Monte Castro,2
03/2020,Hurto (sin violencia),Hurto Automotor,Nueva Pompeya,10
03/2020,Hurto (sin violencia),Hurto Automotor,Nuñez,7
03/2020,Hurto (sin violencia),Hurto Automotor,Palermo,6
03/2020,Hurto (sin violencia),Hurto Automotor,Parque Avellaneda,3
03/2020,Hurto (sin violencia),Hurto Automotor,Parque Chacabuco,5
03/2020,Hurto (sin violencia),Hurto Automotor,Parque Chas,2
03/2020,Hurto (sin violencia),Hurto Automotor,Parque Patricios,9
03/2020,Hurto (sin violencia),Hurto Automotor,Paternal,4
03/2020,Hurto (sin violencia),Hurto Automotor,Recoleta,9
03/2020,Hurto (sin violencia),Hurto Automotor,Retiro,2
03/2020,Hurto (sin violencia),Hurto Automotor,Saavedra,5
03/2020,Hurto (sin violencia),Hurto Automotor,San Cristóbal,7
03/2020,Hurto (sin violencia),Hurto Automotor,San Nicolás,3
03/2020,Hurto (sin violencia),Hurto Automotor,San Telmo,3
03/2020,Hurto (sin violencia),Hurto Automotor,Vélez Sársfield,4
03/2020,Hurto (sin violencia),Hurto Automotor,Versalles,2
03/2020,Hurto (sin violencia),Hurto Automotor,Villa Crespo,8
03/2020,Hurto (sin violencia),Hurto Automotor,Villa Del Parque,5
03/2020,Hurto (sin violencia),Hurto Automotor,Villa Devoto,15
03/2020,Hurto (sin violencia),Hurto Automotor,Villa Gral. Mitre,7
03/2020,Hurto (sin violencia),Hurto Automotor,Villa Lugano,13
03/2020,Hurto (sin violencia),Hurto Automotor,Villa Luro,5
03/2020,Hurto (sin violencia),Hurto Automotor,Villa Ortuzar,3
03/2020,Hurto (sin violencia),Hurto Automotor,Villa Pueyrredón,7
03/2020,Hurto (sin violencia),Hurto Automotor,Villa Real,1
03/2020,Hurto (sin violencia),Hurto Automotor,Villa Riachuelo,4
03/2020,Hurto (sin violencia),Hurto Automotor,Villa Santa Rita,1
03/2020,Hurto (sin violencia),Hurto Automotor,Villa Soldati,4
03/2020,Hurto (sin violencia),Hurto Automotor,Villa Urquiza,3
03/2020,Lesiones,Siniestro Vial,,14
03/2020,Lesiones,Siniestro Vial,Agronomía,1
03/2020,Lesiones,Siniestro Vial,Almagro,20
03/2020,Lesiones,Siniestro Vial,Balvanera,32
03/2020,Lesiones,Siniestro Vial,Barracas,16
03/2020,Lesiones,Siniestro Vial,Belgrano,14
03/2020,Lesiones,Siniestro Vial,Boca,6
03/2020,Lesiones,Siniestro Vial,Boedo,11
03/2020,Lesiones,Siniestro Vial,Caballito,18
03/2020,Lesiones,Siniestro Vial,Chacarita,5
03/2020,Lesiones,Siniestro Vial,Colegiales,2
03/2020,Lesiones,Siniestro Vial,Constitución,24
03/2020,Lesiones,Siniestro Vial,Flores,28
03/2020,Lesiones,Siniestro Vial,Floresta,6
03/2020,Lesiones,Siniestro Vial,Liniers,10
03/2020,Lesiones,Siniestro Vial,Mataderos,19
03/2020,Lesiones,Siniestro Vial,Monserrat,21
03/2020,Lesiones,Siniestro Vial,Monte Castro,3
03/2020,Lesiones,Siniestro Vial,Nueva Pompeya,15
03/2020,Lesiones,Siniestro Vial,Nuñez,7
03/2020,Lesiones,Siniestro Vial,Palermo,31
03/2020,Lesiones,Siniestro Vial,Parque Avellaneda,8
03/2020,Lesiones,Siniestro Vial,Parque Chacabuco,12
03/2020,Lesiones,Siniestro Vial,Parque Chas,1
03/2020,Lesiones,Siniestro Vial,Parque Patricios,12
03/2020,Lesiones,Siniestro Vial,Paternal,4
03/2020,Lesiones,Siniestro Vial,Puerto Madero,4
03/2020,Lesiones,Siniestro Vial,Recoleta,18
03/2020,Lesiones,Siniestro Vial,Retiro,16
03/2020,Lesiones,Siniestro Vial,Saavedra,6
03/2020,Lesiones,Siniestro Vial,San Cristóbal,10
03/2020,Lesiones,Siniestro Vial,San Nicolás,22
03/2020,Lesiones,Siniestro Vial,San Telmo,3
03/2020,Lesiones,Siniestro Vial,Vélez Sársfield,7
03/2020,Lesiones,Siniestro Vial,Versalles,3
03/2020,Lesiones,Siniestro Vial,Villa Crespo,18
03/2020,Lesiones,Siniestro Vial,Villa Del Parque,5
03/2020,Lesiones,Siniestro Vial,Villa Devoto,11
03/2020,Lesiones,Siniestro Vial,Villa Gral. Mitre,7
03/2020,Lesiones,Siniestro Vial,Villa Lugano,14
03/2020,Lesiones,Siniestro Vial,Villa Luro,2
03/2020,Lesiones,Siniestro Vial,Villa Ortuzar,4
03/2020,Lesiones,Siniestro Vial,Villa Pueyrredón,5
03/2020,Lesiones,Siniestro Vial,Villa Real,2
03/2020,Lesiones,Siniestro Vial,Villa Riachuelo,5
03/2020,Lesiones,Siniestro Vial,Villa Santa Rita,8
03/2020,Lesiones,Siniestro Vial,Villa Soldati,6
03/2020,Lesiones,Siniestro Vial,Villa Urquiza,13
03/2020,Robo (con violencia),,,6
03/2020,Robo (con violencia),,Agronomía,7
03/2020,Robo (con violencia),,Almagro,103
03/2020,Robo (con violencia),,Balvanera,163
03/2020,Robo (con violencia),,Barracas,126
03/2020,Robo (con violencia),,Belgrano,74
03/2020,Robo (con violencia),,Boca,48
03/2020,Robo (con violencia),,Boedo,37
03/2020,Robo (con violencia),,Caballito,112
03/2020,Robo (con violencia),,Chacarita,45
03/2020,Robo (con violencia),,Coghlan,6
03/2020,Robo (con violencia),,Colegiales,26
03/2020,Robo (con violencia),,Constitución,106
03/2020,Robo (con violencia),,Flores,140
03/2020,Robo (con violencia),,Floresta,30
03/2020,Robo (con violencia),,Liniers,39
03/2020,Robo (con violencia),,Mataderos,64
03/2020,Robo (con violencia),,Monserrat,51
03/2020,Robo (con violencia),,Monte Castro,17
03/2020,Robo (con violencia),,Nueva Pompeya,73
03/2020,Robo (con violencia),,Nuñez,46
03/2020,Robo (con violencia),,Palermo,255
03/2020,Robo (con violencia),,Parque Avellaneda,39
03/2020,Robo (con violencia),,Parque Chacabuco,94
03/2020,Robo (con violencia),,Parque Chas,4
03/2020,Robo (con violencia),,Parque Patricios,39
03/2020,Robo (con violencia),,Paternal,18
03/2020,Robo (con violencia),,Puerto Madero,6
03/2020,Robo (con violencia),,Recoleta,118
03/2020,Robo (con violencia),,Retiro,114
03/2020,Robo (con violencia),,Saavedra,44
03/2020,Robo (con violencia),,San Cristóbal,46
03/2020,Robo (con violencia),,San Nicolás,83
03/2020,Robo (con violencia),,San Telmo,29
03/2020,Robo (con violencia),,Vélez Sársfield,20
03/2020,Robo (con violencia),,Versalles,5
03/2020,Robo (con violencia),,Villa Crespo,65
03/2020,Robo (con violencia),,Villa Del Parque,25
03/2020,Robo (con violencia),,Villa Devoto,29
03/2020,Robo (con violencia),,Villa Gral. Mitre,20
03/2020,Robo (con violencia),,Villa Lugano,130
03/2020,Robo (con violencia),,Villa Luro,12
03/2020,Robo (con violencia),,Villa Ortuzar,17
03/2020,Robo (con violencia),,Villa Pueyrredón,16
03/2020,Robo (con violencia),,Villa Real,3
03/2020,Robo (con violencia),,Villa Riachuelo,13
03/2020,Robo (con violencia),,Villa Santa Rita,16
03/2020,Robo (con violencia),,Villa Soldati,64
03/2020,Robo (con violencia),,Villa Urquiza,34
03/2020,Robo (con violencia),Con uso de moto,Agronomía,2
03/2020,Robo (con violencia),Con uso de moto,Almagro,3
03/2020,Robo (con violencia),Con uso de moto,Balvanera,30
03/2020,Robo (con violencia),Con uso de moto,Barracas,11
03/2020,Robo (con violencia),Con uso de moto,Belgrano,8
03/2020,Robo (con violencia),Con uso de moto,Boca,3
03/2020,Robo (con violencia),Con uso de moto,Boedo,3
03/2020,Robo (con violencia),Con uso de moto,Caballito,14
03/2020,Robo (con violencia),Con uso de moto,Chacarita,4
03/2020,Robo (con violencia),Con uso de moto,Coghlan,1
03/2020,Robo (con violencia),Con uso de moto,Colegiales,11
03/2020,Robo (con violencia),Con uso de moto,Constitución,2
03/2020,Robo (con violencia),Con uso de moto,Flores,19
03/2020,Robo (con violencia),Con uso de moto,Floresta,2
03/2020,Robo (con violencia),Con uso de moto,Liniers,3
03/2020,Robo (con violencia),Con uso de moto,Mataderos,10
03/2020,Robo (con violencia),Con uso de moto,Monserrat,14
03/2020,Robo (con violencia),Con uso de moto,Monte Castro,2
03/2020,Robo (con violencia),Con uso de moto,Nueva Pompeya,9
03/2020,Robo (con violencia),Con uso de moto,Nuñez,3
03/2020,Robo (con violencia),Con uso de moto,Palermo,15
03/2020,Robo (con violencia),Con uso de moto,Parque Avellaneda,4
03/2020,Robo (con violencia),Con uso de moto,Parque Chacabuco,8
03/2020,Robo (con violencia),Con uso de moto,Parque Chas,1
03/2020,Robo (con violencia),Con uso de moto,Parque Patricios,12
03/2020,Robo (con violencia),Con uso de moto,Paternal,1
03/2020,Robo (con violencia),Con uso de moto,Recoleta,8
03/2020,Robo (con violencia),Con uso de moto,Retiro,7
03/2020,Robo (con violencia),Con uso de moto,Saavedra,3
03/2020,Robo (con violencia),Con uso de moto,San Cristóbal,6
03/2020,Robo (con violencia),Con uso de moto,San Nicolás,13
03/2020,Robo (con violencia),Con uso de moto,San Telmo,1
03/2020,Robo (con violencia),Con uso de moto,Vélez Sársfield,4
03/2020,Robo (con violencia),Con uso de moto,Villa Crespo,4
03/2020,Robo (con violencia),Con uso de moto,Villa Del Parque,6
03/2020,Robo (con violencia),Con uso de moto,Villa Devoto,1
03/2020,Robo (con violencia),Con uso de moto,Villa Gral. Mitre,4
03/2020,Robo (con violencia),Con uso de moto,Villa Lugano,15
03/2020,Robo (con violencia),Con uso de moto,Villa Luro,1
03/2020,Robo (con violencia),Con uso de moto,Villa Ortuzar,3
03/2020,Robo (con violencia),Con uso de moto,Villa Pueyrredón,8
03/2020,Robo (con violencia),Con uso de moto,Villa Real,2
03/2020,Robo (con violencia),Con uso de moto,Villa Riachuelo,2
03/2020,Robo (con violencia),Con uso de moto,Villa Santa Rita,4
03/2020,Robo (con violencia),Con uso de moto,Villa Soldati,5
03/2020,Robo (con violencia),Con uso de moto,Villa Urquiza,10
03/2020,Robo (con violencia),Robo Automotor,Almagro,1
03/2020,Robo (con violencia),Robo Automotor,Balvanera,1
03/2020,Robo (con violencia),Robo Automotor,Barracas,6
03/2020,Robo (con violencia),Robo Automotor,Belgrano,2
03/2020,Robo (con violencia),Robo Automotor,Boca,4
03/2020,Robo (con violencia),Robo Automotor,Boedo,1
03/2020,Robo (con violencia),Robo Automotor,Coghlan,1
03/2020,Robo (con violencia),Robo Automotor,Constitución,1
03/2020,Robo (con violencia),Robo Automotor,Flores,3
03/2020,Robo (con violencia),Robo Automotor,Floresta,1
03/2020,Robo (con violencia),Robo Automotor,Liniers,2
03/2020,Robo (con violencia),Robo Automotor,Mataderos,1
03/2020,Robo (con violencia),Robo Automotor,Monserrat,1
03/2020,Robo (con violencia),Robo Automotor,Parque Avellaneda,1
03/2020,Robo (con violencia),Robo Automotor,Parque Chacabuco,1
03/2020,Robo (con violencia),Robo Automotor,Parque Patricios,5
03/2020,Robo (con violencia),Robo Automotor,Paternal,1
03/2020,Robo (con violencia),Robo Automotor,San Cristóbal,1
03/2020,Robo (con violencia),Robo Automotor,San Telmo,1
03/2020,Robo (con violencia),Robo Automotor,Vélez Sársfield,2
03/2020,Robo (con violencia),Robo Automotor,Versalles,1
03/2020,Robo (con violencia),Robo Automotor,Villa Del Parque,1
03/2020,Robo (con violencia),Robo Automotor,Villa Devoto,1
03/2020,Robo (con violencia),Robo Automotor,Villa Gral. Mitre,1
03/2020,Robo (con violencia),Robo Automotor,Villa Lugano,2
03/2020,Robo (con violencia),Robo Automotor,Villa Luro,1
03/2020,Robo (con violencia),Robo Automotor,Villa Real,1
03/2020,Robo (con violencia),Robo Automotor,Villa Riachuelo,1
03/2020,Robo (con violencia),Robo Automotor,Villa Soldati,5
03/2020,Robo (con violencia),Robo Automotor,Villa Urquiza,1
04/2020,Homicidio,Doloso,Balvanera,1
04/2020,Homicidio,Doloso,Constitución,1
04/2020,Homicidio,Doloso,Flores,1
04/2020,Homicidio,Doloso,Retiro,1
04/2020,Homicidio,Femicidio,Palermo,1
04/2020,Homicidio,Siniestro Vial,La Boca,1
04/2020,Homicidio,Siniestro Vial,Mataderos,1
04/2020,Homicidio,Siniestro Vial,Villa Lugano,1
04/2020,Hurto (sin violencia),,,4
04/2020,Hurto (sin violencia),,Agronomía,2
04/2020,Hurto (sin violencia),,Almagro,24
04/2020,Hurto (sin violencia),,Balvanera,38
04/2020,Hurto (sin violencia),,Barracas,24
04/2020,Hurto (sin violencia),,Belgrano,11
04/2020,Hurto (sin violencia),,Boca,14
04/2020,Hurto (sin violencia),,Boedo,12
04/2020,Hurto (sin violencia),,Caballito,30
04/2020,Hurto (sin violencia),,Chacarita,9
04/2020,Hurto (sin violencia),,Coghlan,4
04/2020,Hurto (sin violencia),,Colegiales,5
04/2020,Hurto (sin violencia),,Constitución,20
04/2020,Hurto (sin violencia),,Flores,28
04/2020,Hurto (sin violencia),,Floresta,4
04/2020,Hurto (sin violencia),,Liniers,8
04/2020,Hurto (sin violencia),,Mataderos,18
04/2020,Hurto (sin violencia),,Monserrat,12
04/2020,Hurto (sin violencia),,Monte Castro,5
04/2020,Hurto (sin violencia),,Nueva Pompeya,22
04/2020,Hurto (sin violencia),,Nuñez,3
04/2020,Hurto (sin violencia),,Palermo,29
04/2020,Hurto (sin violencia),,Parque Avellaneda,12
04/2020,Hurto (sin violencia),,Parque Chacabuco,17
04/2020,Hurto (sin violencia),,Parque Chas,2
04/2020,Hurto (sin violencia),,Parque Patricios,17
04/2020,Hurto (sin violencia),,Paternal,1
04/2020,Hurto (sin violencia),,Puerto Madero,1
04/2020,Hurto (sin violencia),,Recoleta,34
04/2020,Hurto (sin violencia),,Retiro,16
04/2020,Hurto (sin violencia),,Saavedra,3
04/2020,Hurto (sin violencia),,San Cristóbal,10
04/2020,Hurto (sin violencia),,San Nicolás,15
04/2020,Hurto (sin violencia),,San Telmo,2
04/2020,Hurto (sin violencia),,Vélez Sársfield,9
04/2020,Hurto (sin violencia),,Versalles,3
04/2020,Hurto (sin violencia),,Villa Crespo,15
04/2020,Hurto (sin violencia),,Villa Del Parque,11
04/2020,Hurto (sin violencia),,Villa Devoto,12
04/2020,Hurto (sin violencia),,Villa Gral. Mitre,4
04/2020,Hurto (sin violencia),,Villa Lugano,11
04/2020,Hurto (sin violencia),,Villa Luro,4
04/2020,Hurto (sin violencia),,Villa Ortuzar,3
04/2020,Hurto (sin violencia),,Villa Pueyrredón,7
04/2020,Hurto (sin violencia),,Villa Real,2
04/2020,Hurto (sin violencia),,Villa Riachuelo,6
04/2020,Hurto (sin violencia),,Villa Santa Rita,4
04/2020,Hurto (sin violencia),,Villa Soldati,11
04/2020,Hurto (sin violencia),,Villa Urquiza,16
04/2020,Hurto (sin violencia),Hurto Automotor,Almagro,1
04/2020,Hurto (sin violencia),Hurto Automotor,Balvanera,2
04/2020,Hurto (sin violencia),Hurto Automotor,Barracas,3
04/2020,Hurto (sin violencia),Hurto Automotor,Belgrano,3
04/2020,Hurto (sin violencia),Hurto Automotor,Boedo,2
04/2020,Hurto (sin violencia),Hurto Automotor,Caballito,2
04/2020,Hurto (sin violencia),Hurto Automotor,Flores,4
04/2020,Hurto (sin violencia),Hurto Automotor,Floresta,1
04/2020,Hurto (sin violencia),Hurto Automotor,Liniers,2
04/2020,Hurto (sin violencia),Hurto Automotor,Mataderos,1
04/2020,Hurto (sin violencia),Hurto Automotor,Nuñez,1
04/2020,Hurto (sin violencia),Hurto Automotor,Palermo,4
04/2020,Hurto (sin violencia),Hurto Automotor,Parque Patricios,1
04/2020,Hurto (sin violencia),Hurto Automotor,Paternal,1
04/2020,Hurto (sin violencia),Hurto Automotor,Recoleta,1
04/2020,Hurto (sin violencia),Hurto Automotor,Saavedra,1
04/2020,Hurto (sin violencia),Hurto Automotor,San Cristóbal,2
04/2020,Hurto (sin violencia),Hurto Automotor,Vélez Sársfield,2
04/2020,Hurto (sin violencia),Hurto Automotor,Villa Crespo,3
04/2020,Hurto (sin violencia),Hurto Automotor,Villa Del Parque,2
04/2020,Hurto (sin violencia),Hurto Automotor,Villa Devoto,2
04/2020,Hurto (sin violencia),Hurto Automotor,Villa Gral. Mitre,1
04/2020,Hurto (sin violencia),Hurto Automotor,Villa Lugano,6
04/2020,Hurto (sin violencia),Hurto Automotor,Villa Ortuzar,1
04/2020,Hurto (sin violencia),Hurto Automotor,Villa Urquiza,1
04/2020,Lesiones,Siniestro Vial,,11
04/2020,Lesiones,Siniestro Vial,Agronomía,1
04/2020,Lesiones,Siniestro Vial,Almagro,9
04/2020,Lesiones,Siniestro Vial,Balvanera,13
04/2020,Lesiones,Siniestro Vial,Barracas,8
04/2020,Lesiones,Siniestro Vial,Belgrano,10
04/2020,Lesiones,Siniestro Vial,Boca,2
04/2020,Lesiones,Siniestro Vial,Boedo,3
04/2020,Lesiones,Siniestro Vial,Caballito,9
04/2020,Lesiones,Siniestro Vial,Chacarita,1
04/2020,Lesiones,Siniestro Vial,Coghlan,1
04/2020,Lesiones,Siniestro Vial,Constitución,9
04/2020,Lesiones,Siniestro Vial,Flores,9
04/2020,Lesiones,Siniestro Vial,Floresta,2
04/2020,Lesiones,Siniestro Vial,Liniers,5
04/2020,Lesiones,Siniestro Vial,Mataderos,5
04/2020,Lesiones,Siniestro Vial,Monserrat,3
04/2020,Lesiones,Siniestro Vial,Monte Castro,4
04/2020,Lesiones,Siniestro Vial,Nueva Pompeya,8
04/2020,Lesiones,Siniestro Vial,Nuñez,4
04/2020,Lesiones,Siniestro Vial,Palermo,11
04/2020,Lesiones,Siniestro Vial,Parque Avellaneda,4
04/2020,Lesiones,Siniestro Vial,Parque Chacabuco,4
04/2020,Lesiones,Siniestro Vial,Parque Chas,1
04/2020,Lesiones,Siniestro Vial,Parque Patricios,3
04/2020,Lesiones,Siniestro Vial,Paternal,2
04/2020,Lesiones,Siniestro Vial,Recoleta,5
04/2020,Lesiones,Siniestro Vial,Retiro,3
04/2020,Lesiones,Siniestro Vial,Saavedra,5
04/2020,Lesiones,Siniestro Vial,San Cristóbal,1
04/2020,Lesiones,Siniestro Vial,San Nicolás,4
04/2020,Lesiones,Siniestro Vial,Versalles,2
04/2020,Lesiones,Siniestro Vial,Villa Crespo,8
04/2020,Lesiones,Siniestro Vial,Villa Del Parque,5
04/2020,Lesiones,Siniestro Vial,Villa Devoto,4
04/2020,Lesiones,Siniestro Vial,Villa Gral. Mitre,5
04/2020,Lesiones,Siniestro Vial,Villa Lugano,9
04/2020,Lesiones,Siniestro Vial,Villa Luro,2
04/2020,Lesiones,Siniestro Vial,Villa Ortuzar,2
04/2020,Lesiones,Siniestro Vial,Villa Pueyrredón,3
04/2020,Lesiones,Siniestro Vial,Villa Real,1
04/2020,Lesiones,Siniestro Vial,Villa Riachuelo,2
04/2020,Lesiones,Siniestro Vial,Villa Santa Rita,3
04/2020,Lesiones,Siniestro Vial,Villa Urquiza,5
04/2020,Robo (con violencia),,,6
