periodo,tipo,subtipo,barrio,total,comuna
02/2020,Robo (con violencia),,Mataderos,96,9
02/2020,Robo (con violencia),,Monserrat,82,1
02/2020,Robo (con violencia),,Monte Castro,22,10
02/2020,Robo (con violencia),,Nueva Pompeya,99,4
02/2020,Robo (con violencia),,Nuñez,66,13
02/2020,Robo (con violencia),,Palermo,356,14
02/2020,Robo (con violencia),,Parque Avellaneda,62,9
02/2020,Robo (con violencia),,Parque Chacabuco,108,7
02/2020,Robo (con violencia),,Parque Chas,11,15
02/2020,Robo (con violencia),,Parque Patricios,58,4
02/2020,Robo (con violencia),,Paternal,19,15
02/2020,Robo (con violencia),,Puerto Madero,10,1
02/2020,Robo (con violencia),,Recoleta,171,2
02/2020,Robo (con violencia),,Retiro,156,1
02/2020,Robo (con violencia),,Saavedra,82,12
02/2020,Robo (con violencia),,San Cristóbal,57,3
02/2020,Robo (con violencia),,San Nicolás,148,1
02/2020,Robo (con violencia),,San Telmo,46,1
02/2020,Robo (con violencia),,Vélez Sársfield,33,10
02/2020,Robo (con violencia),,Versalles,13,10
02/2020,Robo (con violencia),,Villa Crespo,122,15
02/2020,Robo (con violencia),,Villa Del Parque,34,11
02/2020,Robo (con violencia),,Villa Devoto,44,11
02/2020,Robo (con violencia),,Villa Gral. Mitre,32,11
02/2020,Robo (con violencia),,Villa Lugano,150,8
02/2020,Robo (con violencia),,Villa Luro,24,10
02/2020,Robo (con violencia),,Villa Ortuzar,30,15
02/2020,Robo (con violencia),,Villa Pueyrredón,20,12
02/2020,Robo (con violencia),,Villa Real,4,10
02/2020,Robo (con violencia),,Villa Riachuelo,19,8
02/2020,Robo (con violencia),,Villa Santa Rita,17,11
02/2020,Robo (con violencia),,Villa Soldati,108,8
02/2020,Robo (con violencia),,Villa Urquiza,70,12
02/2020,Robo (con violencia),Con uso de moto,Agronomía,4,15
02/2020,Robo (con violencia),Con uso de moto,Almagro,8,5
02/2020,Robo (con violencia),Con uso de moto,Balvanera,38,3
02/2020,Robo (con violencia),Con uso de moto,Barracas,16,4
02/2020,Robo (con violencia),Con uso de moto,Belgrano,19,13
02/2020,Robo (con violencia),Con uso de moto,Boca,5,4
02/2020,Robo (con violencia),Con uso de moto,Boedo,4,5
02/2020,Robo (con violencia),Con uso de moto,Caballito,20,6
02/2020,Robo (con violencia),Con uso de moto,Chacarita,6,15
02/2020,Robo (con violencia),Con uso de moto,Coghlan,3,12
02/2020,Robo (con violencia),Con uso de moto,Colegiales,1,13
02/2020,Robo (con violencia),Con uso de moto,Constitución,17,1
02/2020,Robo (con violencia),Con uso de moto,Flores,26,7
02/2020,Robo (con violencia),Con uso de moto,Floresta,1,10
02/2020,Robo (con violencia),Con uso de moto,Liniers,11,9
02/2020,Robo (con violencia),Con uso de moto,Mataderos,3,9
02/2020,Robo (con violencia),Con uso de moto,Monserrat,16,1
02/2020,Robo (con violencia),Con uso de moto,Monte Castro,3,10
02/2020,Robo (con violencia),Con uso de moto,Nueva Pompeya,18,4
02/2020,Robo (con violencia),Con uso de moto,Nuñez,9,13
02/2020,Robo (con violencia),Con uso de moto,Palermo,28,14
02/2020,Robo (con violencia),Con uso de moto,Parque Avellaneda,8,9
02/2020,Robo (con violencia),Con uso de moto,Parque Chacabuco,16,7
02/2020,Robo (con violencia),Con uso de moto,Parque Chas,3,15
02/2020,Robo (con violencia),Con uso de moto,Parque Patricios,17,4
02/2020,Robo (con violencia),Con uso de moto,Paternal,1,15
02/2020,Robo (con violencia),Con uso de moto,Recoleta,14,2
02/2020,Robo (con violencia),Con uso de moto,Retiro,11,1
02/2020,Robo (con violencia),Con uso de moto,Saavedra,6,12
02/2020,Robo (con violencia),Con uso de moto,San Cristóbal,16,3
02/2020,Robo (con violencia),Con uso de moto,San Nicolás,22,1
02/2020,Robo (con violencia),Con uso de moto,San Telmo,12,1
02/2020,Robo (con violencia),Con uso de moto,Vélez Sársfield,2,10
02/2020,Robo (con violencia),Con uso de moto,Versalles,2,10
02/2020,Robo (con violencia),Con uso de moto,Villa Crespo,12,15
02/2020,Robo (con violencia),Con uso de moto,Villa Del Parque,13,11
02/2020,Robo (con violencia),Con uso de moto,Villa Devoto,7,11
02/2020,Robo (con violencia),Con uso de moto,Villa Gral. Mitre,4,11
02/2020,Robo (con violencia),Con uso de moto,Villa Lugano,9,8
02/2020,Robo (con violencia),Con uso de moto,Villa Luro,1,10
02/2020,Robo (con violencia),Con uso de moto,Villa Ortuzar,6,15
02/2020,Robo (con violencia),Con uso de moto,Villa Pueyrredón,3,12
02/2020,Robo (con violencia),Con uso de moto,Villa Real,2,10
02/2020,Robo (con violencia),Con uso de moto,Villa Riachuelo,1,8
02/2020,Robo (con violencia),Con uso de moto,Villa Santa Rita,4,11
02/2020,Robo (con violencia),Con uso de moto,Villa Soldati,15,8
02/2020,Robo (con violencia),Con uso de moto,Villa Urquiza,14,12
02/2020,Robo (con violencia),Robo Automotor,Almagro,2,5
02/2020,Robo (con violencia),Robo Automotor,Balvanera,1,3
02/2020,Robo (con violencia),Robo Automotor,Barracas,7,4
02/2020,Robo (con violencia),Robo Automotor,Belgrano,1,13
02/2020,Robo (con violencia),Robo Automotor,Boca,9,4
02/2020,Robo (con violencia),Robo Automotor,Boedo,3,5
02/2020,Robo (con violencia),Robo Automotor,Caballito,2,6
02/2020,Robo (con violencia),Robo Automotor,Coghlan,1,12
02/2020,Robo (con violencia),Robo Automotor,Constitución,4,1
02/2020,Robo (con violencia),Robo Automotor,Flores,2,7
02/2020,Robo (con violencia),Robo Automotor,Floresta,1,10
02/2020,Robo (con violencia),Robo Automotor,Liniers,1,9
02/2020,Robo (con violencia),Robo Automotor,Mataderos,1,9
02/2020,Robo (con violencia),Robo Automotor,Monserrat,1,1
02/2020,Robo (con violencia),Robo Automotor,Monte Castro,1,10
02/2020,Robo (con violencia),Robo Automotor,Nueva Pompeya,6,4
02/2020,Robo (con violencia),Robo Automotor,Nuñez,3,13
02/2020,Robo (con violencia),Robo Automotor,Parque Avellaneda,5,9
02/2020,Robo (con violencia),Robo Automotor,Parque Chacabuco,6,7
02/2020,Robo (con violencia),Robo Automotor,Parque Patricios,2,4
02/2020,Robo (con violencia),Robo Automotor,San Cristóbal,1,3
02/2020,Robo (con violencia),Robo Automotor,San Telmo,1,1
02/2020,Robo (con violencia),Robo Automotor,Villa Devoto,3,11
02/2020,Robo (con violencia),Robo Automotor,Villa Gral. Mitre,1,11
02/2020,Robo (con violencia),Robo Automotor,Villa Lugano,8,8
02/2020,Robo (con violencia),Robo Automotor,Villa Luro,2,10
02/2020,Robo (con violencia),Robo Automotor,Villa Pueyrredón,2,12
02/2020,Robo (con violencia),Robo Automotor,Villa Riachuelo,3,8
02/2020,Robo (con violencia),Robo Automotor,Villa Santa Rita,1,11
02/2020,Robo (con violencia),Robo Automotor,Villa Soldati,8,8
02/2020,Robo (con violencia),Robo Automotor,Villa Urquiza,1,12
03/2020,Homicidio,Doloso,Barracas,1,4
03/2020,Homicidio,Doloso,Boca,1,4
03/2020,Homicidio,Doloso,Palermo,1,14
03/2020,Homicidio,Doloso,Retiro,2,1
03/2020,Homicidio,Doloso,Saavedra,1,12
03/2020,Homicidio,Doloso,Villa Lugano,1,8
03/2020,Homicidio,Femicidio,Boedo,1,5
03/2020,Homicidio,Femicidio,Nueva Pompeya,1,4
03/2020,Homicidio,Siniestro Vial,Balvanera,2,3
03/2020,Homicidio,Siniestro Vial,Belgrano,1,13
03/2020,Homicidio,Siniestro Vial,Boedo,1,5
03/2020,Homicidio,Siniestro Vial,Recoleta,1,2
03/2020,Hurto (sin violencia),,,4,NA
03/2020,Hurto (sin violencia),,Agronomía,7,15
03/2020,Hurto (sin violencia),,Almagro,75,5
03/2020,Hurto (sin violencia),,Balvanera,173,3
03/2020,Hurto (sin violencia),,Barracas,54,4
03/2020,Hurto (sin violencia),,Belgrano,80,13
03/2020,Hurto (sin violencia),,Boca,26,4
03/2020,Hurto (sin violencia),,Boedo,39,5
03/2020,Hurto (sin violencia),,Caballito,97,6
03/2020,Hurto (sin violencia),,Chacarita,30,15
03/2020,Hurto (sin violencia),,Coghlan,9,12
03/2020,Hurto (sin violencia),,Colegiales,23,13
03/2020,Hurto (sin violencia),,Constitución,49,1
03/2020,Hurto (sin violencia),,Flores,86,7
03/2020,Hurto (sin violencia),,Floresta,26,10
03/2020,Hurto (sin violencia),,Liniers,30,9
03/2020,Hurto (sin violencia),,Mataderos,50,9
03/2020,Hurto (sin violencia),,Monserrat,81,1
03/2020,Hurto (sin violencia),,Monte Castro,23,10
03/2020,Hurto (sin violencia),,Nueva Pompeya,36,4
03/2020,Hurto (sin violencia),,Nuñez,43,13
03/2020,Hurto (sin violencia),,Palermo,221,14
03/2020,Hurto (sin violencia),,Parque Avellaneda,17,9
03/2020,Hurto (sin violencia),,Parque Chacabuco,38,7
03/2020,Hurto (sin violencia),,Parque Chas,10,15
03/2020,Hurto (sin violencia),,Parque Patricios,32,4
03/2020,Hurto (sin violencia),,Paternal,11,15
03/2020,Hurto (sin violencia),,Puerto Madero,3,1
03/2020,Hurto (sin violencia),,Recoleta,98,2
03/2020,Hurto (sin violencia),,Retiro,82,1
03/2020,Hurto (sin violencia),,Saavedra,23,12
03/2020,Hurto (sin violencia),,San Cristóbal,32,3
03/2020,Hurto (sin violencia),,San Nicolás,161,1
03/2020,Hurto (sin violencia),,San Telmo,28,1
03/2020,Hurto (sin violencia),,Vélez Sársfield,20,10
03/2020,Hurto (sin violencia),,Versalles,10,10
03/2020,Hurto (sin violencia),,Villa Crespo,53,15
03/2020,Hurto (sin violencia),,Villa Del Parque,25,11
03/2020,Hurto (sin violencia),,Villa Devoto,43,11
03/2020,Hurto (sin violencia),,Villa Gral. Mitre,16,11
03/2020,Hurto (sin violencia),,Villa Lugano,59,8
03/2020,Hurto (sin violencia),,Villa Luro,17,10
03/2020,Hurto (sin violencia),,Villa Ortuzar,9,15
03/2020,Hurto (sin violencia),,Villa Pueyrredón,22,12
03/2020,Hurto (sin violencia),,Villa Real,5,10
03/2020,Hurto (sin violencia),,Villa Riachuelo,12,8
03/2020,Hurto (sin violencia),,Villa Santa Rita,17,11
03/2020,Hurto (sin violencia),,Villa Soldati,30,8
03/2020,Hurto (sin violencia),,Villa Urquiza,46,12
03/2020,Hurto (sin violencia),Hurto Automotor,Agronomía,3,15
03/2020,Hurto (sin violencia),Hurto Automotor,Almagro,11,5
03/2020,Hurto (sin violencia),Hurto Automotor,Balvanera,6,3
03/2020,Hurto (sin violencia),Hurto Automotor,Barracas,11,4
03/2020,Hurto (sin violencia),Hurto Automotor,Belgrano,6,13
03/2020,Hurto (sin violencia),Hurto Automotor,Boca,3,4
03/2020,Hurto (sin violencia),Hurto Automotor,Boedo,8,5
03/2020,Hurto (sin violencia),Hurto Automotor,Caballito,16,6
03/2020,Hurto (sin violencia),Hurto Automotor,Chacarita,2,15
03/2020,Hurto (sin violencia),Hurto Automotor,Colegiales,3,13
03/2020,Hurto (sin violencia),Hurto Automotor,Constitución,4,1
03/2020,Hurto (sin violencia),Hurto Automotor,Flores,18,7
03/2020,Hurto (sin violencia),Hurto Automotor,Floresta,7,10
03/2020,Hurto (sin violencia),Hurto Automotor,Liniers,4,9
03/2020,Hurto (sin violencia),Hurto Automotor,Mataderos,14,9
03/2020,Hurto (sin violencia),Hurto Automotor,Monserrat,3,1
03/2020,Hurto (sin violencia),Hurto Automotor,Monte Castro,2,10
03/2020,Hurto (sin violencia),Hurto Automotor,Nueva Pompeya,10,4
03/2020,Hurto (sin violencia),Hurto Automotor,Nuñez,7,13
03/2020,Hurto (sin violencia),Hurto Automotor,Palermo,6,14
03/2020,Hurto (sin violencia),Hurto Automotor,Parque Avellaneda,3,9
03/2020,Hurto (sin violencia),Hurto Automotor,Parque Chacabuco,5,7
03/2020,Hurto (sin violencia),Hurto Automotor,Parque Chas,2,15
03/2020,Hurto (sin violencia),Hurto Automotor,Parque Patricios,9,4
03/2020,Hurto (sin violencia),Hurto Automotor,Paternal,4,15
03/2020,Hurto (sin violencia),Hurto Automotor,Recoleta,9,2
03/2020,Hurto (sin violencia),Hurto Automotor,Retiro,2,1
03/2020,Hurto (sin violencia),Hurto Automotor,Saavedra,5,12
03/2020,Hurto (sin violencia),Hurto Automotor,San Cristóbal,7,3
03/2020,Hurto (sin violencia),Hurto Automotor,San Nicolás,3,1
03/2020,Hurto (sin violencia),Hurto Automotor,San Telmo,3,1
03/2020,Hurto (sin violencia),Hurto Automotor,Vélez Sársfield,4,10
03/2020,Hurto (sin violencia),Hurto Automotor,Versalles,2,10
03/2020,Hurto (sin violencia),Hurto Automotor,Villa Crespo,8,15
03/2020,Hurto (sin violencia),Hurto Automotor,Villa Del Parque,5,11
03/2020,Hurto (sin violencia),Hurto Automotor,Villa Devoto,15,11
03/2020,Hurto (sin violencia),Hurto Automotor,Villa Gral. Mitre,7,11
03/2020,Hurto (sin violencia),Hurto Automotor,Villa Lugano,13,8
03/2020,Hurto (sin violencia),Hurto Automotor,Villa Luro,5,10
03/2020,Hurto (sin violencia),Hurto Automotor,Villa Ortuzar,3,15
03/2020,Hurto (sin violencia),Hurto Automotor,Villa Pueyrredón,7,12
03/2020,Hurto (sin violencia),Hurto Automotor,Villa Real,1,10
03/2020,Hurto (sin violencia),Hurto Automotor,Villa Riachuelo,4,8
03/2020,Hurto (sin violencia),Hurto Automotor,Villa Santa Rita,1,11
03/2020,Hurto (sin violencia),Hurto Automotor,Villa Soldati,4,8
03/2020,Hurto (sin violencia),Hurto Automotor,Villa Urquiza,3,12
03/2020,Lesiones,Siniestro Vial,,14,NA
03/2020,Lesiones,Siniestro Vial,Agronomía,1,15
03/2020,Lesiones,Siniestro Vial,Almagro,20,5
03/2020,Lesiones,Siniestro Vial,Balvanera,32,3
03/2020,Lesiones,Siniestro Vial,Barracas,16,4
03/2020,Lesiones,Siniestro Vial,Belgrano,14,13
03/2020,Lesiones,Siniestro Vial,Boca,6,4
03/2020,Lesiones,Siniestro Vial,Boedo,11,5
03/2020,Lesiones,Siniestro Vial,Caballito,18,6
03/2020,Lesiones,Siniestro Vial,Chacarita,5,15
03/2020,Lesiones,Siniestro Vial,Colegiales,2,13
03/2020,Lesiones,Siniestro Vial,Constitución,24,1
03/2020,Lesiones,Siniestro Vial,Flores,28,7
03/2020,Lesiones,Siniestro Vial,Floresta,6,10
03/2020,Lesiones,Siniestro Vial,Liniers,10,9
03/2020,Lesiones,Siniestro Vial,Mataderos,19,9
03/2020,Lesiones,Siniestro Vial,Monserrat,21,1
03/2020,Lesiones,Siniestro Vial,Monte Castro,3,10
03/2020,Lesiones,Siniestro Vial,Nueva Pompeya,15,4
03/2020,Lesiones,Siniestro Vial,Nuñez,7,13
03/2020,Lesiones,Siniestro Vial,Palermo,31,14
03/2020,Lesiones,Siniestro Vial,Parque Avellaneda,8,9
03/2020,Lesiones,Siniestro Vial,Parque Chacabuco,12,7
03/2020,Lesiones,Siniestro Vial,Parque Chas,1,15
03/2020,Lesiones,Siniestro Vial,Parque Patricios,12,4
03/2020,Lesiones,Siniestro Vial,Paternal,4,15
03/2020,Lesiones,Siniestro Vial,Puerto Madero,4,1
03/2020,Lesiones,Siniestro Vial,Recoleta,18,2
03/2020,Lesiones,Siniestro Vial,Retiro,16,1
03/2020,Lesiones,Siniestro Vial,Saavedra,6,12
03/2020,Lesiones,Siniestro Vial,San Cristóbal,10,3
03/2020,Lesiones,Siniestro Vial,San Nicolás,22,1
03/2020,Lesiones,Siniestro Vial,San Telmo,3,1
03/2020,Lesiones,Siniestro Vial,Vélez Sársfield,7,10
03/2020,Lesiones,Siniestro Vial,Versalles,3,10
03/2020,Lesiones,Siniestro Vial,Villa Crespo,18,15
03/2020,Lesiones,Siniestro Vial,Villa Del Parque,5,11
03/2020,Lesiones,Siniestro Vial,Villa Devoto,11,11
03/2020,Lesiones,Siniestro Vial,Villa Gral. Mitre,7,11
03/2020,Lesiones,Siniestro Vial,Villa Lugano,14,8
03/2020,Lesiones,Siniestro Vial,Villa Luro,2,10
03/2020,Lesiones,Siniestro Vial,Villa Ortuzar,4,15
03/2020,Lesiones,Siniestro Vial,Villa Pueyrredón,5,12
03/2020,Lesiones,Siniestro Vial,Villa Real,2,10
03/2020,Lesiones,Siniestro Vial,Villa Riachuelo,5,8
03/2020,Lesiones,Siniestro Vial,Villa Santa Rita,8,11
03/2020,Lesiones,Siniestro Vial,Villa Soldati,6,8
03/2020,Lesiones,Siniestro Vial,Villa Urquiza,13,12
03/2020,Robo (con violencia),,,6,NA
03/2020,Robo (con violencia),,Agronomía,7,15
03/2020,Robo (con violencia),,Almagro,103,5
03/2020,Robo (con violencia),,Balvanera,163,3
03/2020,Robo (con violencia),,Barracas,126,4
03/2020,Robo (con violencia),,Belgrano,74,13
03/2020,Robo (con violencia),,Boca,48,4
03/2020,Robo (con violencia),,Boedo,37,5
03/2020,Robo (con violencia),,Caballito,112,6
03/2020,Robo (con violencia),,Chacarita,45,15
03/2020,Robo (con violencia),,Coghlan,6,12
03/2020,Robo (con violencia),,Colegiales,26,13
03/2020,Robo (con violencia),,Constitución,106,1
03/2020,Robo (con violencia),,Flores,140,7
03/2020,Robo (con violencia),,Floresta,30,10
03/2020,Robo (con violencia),,Liniers,39,9
03/2020,Robo (con violencia),,Mataderos,64,9
03/2020,Robo (con violencia),,Monserrat,51,1
03/2020,Robo (con violencia),,Monte Castro,17,10
03/2020,Robo (con violencia),,Nueva Pompeya,73,4
03/2020,Robo (con violencia),,Nuñez,46,13
03/2020,Robo (con violencia),,Palermo,255,14
03/2020,Robo (con violencia),,Parque Avellaneda,39,9
03/2020,Robo (con violencia),,Parque Chacabuco,94,7
03/2020,Robo (con violencia),,Parque Chas,4,15
03/2020,Robo (con violencia),,Parque Patricios,39,4
03/2020,Robo (con violencia),,Paternal,18,15
03/2020,Robo (con violencia),,Puerto Madero,6,1
03/2020,Robo (con violencia),,Recoleta,118,2
03/2020,Robo (con violencia),,Retiro,114,1
03/2020,Robo (con violencia),,Saavedra,44,12
03/2020,Robo (con violencia),,San Cristóbal,46,3
03/2020,Robo (con violencia),,San Nicolás,83,1
03/2020,Robo (con violencia),,San Telmo,29,1
03/2020,Robo (con violencia),,Vélez Sársfield,20,10
03/2020,Robo (con violencia),,Versalles,5,10
03/2020,Robo (con violencia),,Villa Crespo,65,15
03/2020,Robo (con violencia),,Villa Del Parque,25,11
03/2020,Robo (con violencia),,Villa Devoto,29,11
03/2020,Robo (con violencia),,Villa Gral. Mitre,20,11
03/2020,Robo (con violencia),,Villa Lugano,130,8
03/2020,Robo (con violencia),,Villa Luro,12,10
03/2020,Robo (con violencia),,Villa Ortuzar,17,15
03/2020,Robo (con violencia),,Villa Pueyrredón,16,12
03/2020,Robo (con violencia),,Villa Real,3,10
03/2020,Robo (con violencia),,Villa Riachuelo,13,8
03/2020,Robo (con violencia),,Villa Santa Rita,16,11
03/2020,Robo (con violencia),,Villa Soldati,64,8
03/2020,Robo (con violencia),,Villa Urquiza,34,12
03/2020,Robo (con violencia),Con uso de moto,Agronomía,2,15
03/2020,Robo (con violencia),Con uso de moto,Almagro,3,5
03/2020,Robo (con violencia),Con uso de moto,Balvanera,30,3
03/2020,Robo (con violencia),Con uso de moto,Barracas,11,4
03/2020,Robo (con violencia),Con uso de moto,Belgrano,8,13
03/2020,Robo (con violencia),Con uso de moto,Boca,3,4
03/2020,Robo (con violencia),Con uso de moto,Boedo,3,5
03/2020,Robo (con violencia),Con uso de moto,Caballito,14,6
03/2020,Robo (con violencia),Con uso de moto,Chacarita,4,15
03/2020,Robo (con violencia),Con uso de moto,Coghlan,1,12
03/2020,Robo (con violencia),Con uso de moto,Colegiales,11,13
03/2020,Robo (con violencia),Con uso de moto,Constitución,2,1
03/2020,Robo (con violencia),Con uso de moto,Flores,19,7
03/2020,Robo (con violencia),Con uso de moto,Floresta,2,10
03/2020,Robo (con violencia),Con uso de moto,Liniers,3,9
03/2020,Robo (con violencia),Con uso de moto,Mataderos,10,9
03/2020,Robo (con violencia),Con uso de moto,Monserrat,14,1
03/2020,Robo (con violencia),Con uso de moto,Monte Castro,2,10
03/2020,Robo (con violencia),Con uso de moto,Nueva Pompeya,9,4
03/2020,Robo (con violencia),Con uso de moto,Nuñez,3,13
03/2020,Robo (con violencia),Con uso de moto,Palermo,15,14
03/2020,Robo (con violencia),Con uso de moto,Parque Avellaneda,4,9
03/2020,Robo (con violencia),Con uso de moto,Parque Chacabuco,8,7
03/2020,Robo (con violencia),Con uso de moto,Parque Chas,1,15
03/2020,Robo (con violencia),Con uso de moto,Parque Patricios,12,4
03/2020,Robo (con violencia),Con uso de moto,Paternal,1,15
03/2020,Robo (con violencia),Con uso de moto,Recoleta,8,2
03/2020,Robo (con violencia),Con uso de moto,Retiro,7,1
03/2020,Robo (con violencia),Con uso de moto,Saavedra,3,12
03/2020,Robo (con violencia),Con uso de moto,San Cristóbal,6,3
03/2020,Robo (con violencia),Con uso de moto,San Nicolás,13,1
03/2020,Robo (con violencia),Con uso de moto,San Telmo,1,1
03/2020,Robo (con violencia),Con uso de moto,Vélez Sársfield,4,10
03/2020,Robo (con violencia),Con uso de moto,Villa Crespo,4,15
03/2020,Robo (con violencia),Con uso de moto,Villa Del Parque,6,11
03/2020,Robo (con violencia),Con uso de moto,Villa Devoto,1,11
03/2020,Robo (con violencia),Con uso de moto,Villa Gral. Mitre,4,11
03/2020,Robo (con violencia),Con uso de moto,Villa Lugano,15,8
03/2020,Robo (con violencia),Con uso de moto,Villa Luro,1,10
03/2020,Robo (con violencia),Con uso de moto,Villa Ortuzar,3,15
03/2020,Robo (con violencia),Con uso de moto,Villa Pueyrredón,8,12
03/2020,Robo (con violencia),Con uso de moto,Villa Real,2,10
03/2020,Robo (con violencia),Con uso de moto,Villa Riachuelo,2,8
03/2020,Robo (con violencia),Con uso de moto,Villa Santa Rita,4,11
03/2020,Robo (con violencia),Con uso de moto,Villa Soldati,5,8
03/2020,Robo (con violencia),Con uso de moto,Villa Urquiza,10,12
03/2020,Robo (con violencia),Robo Automotor,Almagro,1,5
03/2020,Robo (con violencia),Robo Automotor,Balvanera,1,3
03/2020,Robo (con violencia),Robo Automotor,Barracas,6,4
03/2020,Robo (con violencia),Robo Automotor,Belgrano,2,13
03/2020,Robo (con violencia),Robo Automotor,Boca,4,4
03/2020,Robo (con violencia),Robo Automotor,Boedo,1,5
03/2020,Robo (con violencia),Robo Automotor,Coghlan,1,12
03/2020,Robo (con violencia),Robo Automotor,Constitución,1,1
03/2020,Robo (con violencia),Robo Automotor,Flores,3,7
03/2020,Robo (con violencia),Robo Automotor,Floresta,1,10
03/2020,Robo (con violencia),Robo Automotor,Liniers,2,9
03/2020,Robo (con violencia),Robo Automotor,Mataderos,1,9
03/2020,Robo (con violencia),Robo Automotor,Monserrat,1,1
03/2020,Robo (con violencia),Robo Automotor,Parque Avellaneda,1,9
03/2020,Robo (con violencia),Robo Automotor,Parque Chacabuco,1,7
03/2020,Robo (con violencia),Robo Automotor,Parque Patricios,5,4
03/2020,Robo (con violencia),Robo Automotor,Paternal,1,15
03/2020,Robo (con violencia),Robo Automotor,San Cristóbal,1,3
03/2020,Robo (con violencia),Robo Automotor,San Telmo,1,1
03/2020,Robo (con violencia),Robo Automotor,Vélez Sársfield,2,10
03/2020,Robo (con violencia),Robo Automotor,Versalles,1,10
03/2020,Robo (con violencia),Robo Automotor,Villa Del Parque,1,11
03/2020,Robo (con violencia),Robo Automotor,Villa Devoto,1,11
03/2020,Robo (con violencia),Robo Automotor,Villa Gral. Mitre,1,11
03/2020,Robo (con violencia),Robo Automotor,Villa Lugano,2,8
03/2020,Robo (con violencia),Robo Automotor,Villa Luro,1,10
03/2020,Robo (con violencia),Robo Automotor,Villa Real,1,10
03/2020,Robo (con violencia),Robo Automotor,Villa Riachuelo,1,8
03/2020,Robo (con violencia),Robo Automotor,Villa Soldati,5,8
03/2020,Robo (con violencia),Robo Automotor,Villa Urquiza,1,12
04/2020,Homicidio,Doloso,Balvanera,1,3
04/2020,Homicidio,Doloso,Constitución,1,1
04/2020,Homicidio,Doloso,Flores,1,7
04/2020,Homicidio,Doloso,Retiro,1,1
04/2020,Homicidio,Femicidio,Palermo,1,14
04/2020,Homicidio,Siniestro Vial,La Boca,1,4
04/2020,Homicidio,Siniestro Vial,Mataderos,1,9
04/2020,Homicidio,Siniestro Vial,Villa Lugano,1,8
04/2020,Hurto (sin violencia),,,4,NA
04/2020,Hurto (sin violencia),,Agronomía,2,15
04/2020,Hurto (sin violencia),,Almagro,24,5
04/2020,Hurto (sin violencia),,Balvanera,38,3
04/2020,Hurto (sin violencia),,Barracas,24,4
04/2020,Hurto (sin violencia),,Belgrano,11,13
04/2020,Hurto (sin violencia),,Boca,14,4
04/2020,Hurto (sin violencia),,Boedo,12,5
04/2020,Hurto (sin violencia),,Caballito,30,6
04/2020,Hurto (sin violencia),,Chacarita,9,15
04/2020,Hurto (sin violencia),,Coghlan,4,12
04/2020,Hurto (sin violencia),,Colegiales,5,13
04/2020,Hurto (sin violencia),,Constitución,20,1
04/2020,Hurto (sin violencia),,Flores,28,7
04/2020,Hurto (sin violencia),,Floresta,4,10
04/2020,Hurto (sin violencia),,Liniers,8,9
04/2020,Hurto (sin violencia),,Mataderos,18,9
04/2020,Hurto (sin violencia),,Monserrat,12,1
04/2020,Hurto (sin violencia),,Monte Castro,5,10
04/2020,Hurto (sin violencia),,Nueva Pompeya,22,4
04/2020,Hurto (sin violencia),,Nuñez,3,13
04/2020,Hurto (sin violencia),,Palermo,29,14
04/2020,Hurto (sin violencia),,Parque Avellaneda,12,9
04/2020,Hurto (sin violencia),,Parque Chacabuco,17,7
04/2020,Hurto (sin violencia),,Parque Chas,2,15
04/2020,Hurto (sin violencia),,Parque Patricios,17,4
04/2020,Hurto (sin violencia),,Paternal,1,15
04/2020,Hurto (sin violencia),,Puerto Madero,1,1
04/2020,Hurto (sin violencia),,Recoleta,34,2
04/2020,Hurto (sin violencia),,Retiro,16,1
04/2020,Hurto (sin violencia),,Saavedra,3,12
04/2020,Hurto (sin violencia),,San Cristóbal,10,3
04/2020,Hurto (sin violencia),,San Nicolás,15,1
04/2020,Hurto (sin violencia),,San Telmo,2,1
04/2020,Hurto (sin violencia),,Vélez Sársfield,9,10
04/2020,Hurto (sin violencia),,Versalles,3,10
04/2020,Hurto (sin violencia),,Villa Crespo,15,15
04/2020,Hurto (sin violencia),,Villa Del Parque,11,11
04/2020,Hurto (sin violencia),,Villa Devoto,12,11
04/2020,Hurto (sin violencia),,Villa Gral. Mitre,4,11
04/2020,Hurto (sin violencia),,Villa Lugano,11,8
04/2020,Hurto (sin violencia),,Villa Luro,4,10
04/2020,Hurto (sin violencia),,Villa Ortuzar,3,15
04/2020,Hurto (sin violencia),,Villa Pueyrredón,7,12
04/2020,Hurto (sin violencia),,Villa Real,2,10
04/2020,Hurto (sin violencia),,Villa Riachuelo,6,8
04/2020,Hurto (sin violencia),,Villa Santa Rita,4,11
04/2020,Hurto (sin violencia),,Villa Soldati,11,8
04/2020,Hurto (sin violencia),,Villa Urquiza,16,12
04/2020,Hurto (sin violencia),Hurto Automotor,Almagro,1,5
04/2020,Hurto (sin violencia),Hurto Automotor,Balvanera,2,3
04/2020,Hurto (sin violencia),Hurto Automotor,Barracas,3,4
04/2020,Hurto (sin violencia),Hurto Automotor,Belgrano,3,13
04/2020,Hurto (sin violencia),Hurto Automotor,Boedo,2,5
04/2020,Hurto (sin violencia),Hurto Automotor,Caballito,2,6
04/2020,Hurto (sin violencia),Hurto Automotor,Flores,4,7
04/2020,Hurto (sin violencia),Hurto Automotor,Floresta,1,10
04/2020,Hurto (sin violencia),Hurto Automotor,Liniers,2,9
